-95,-85,-72,-73,-82,-91,-70,-10,46,28,-5,-1,-5,-2,-2,-1,0,0,2,0,1,0,-1,-1,-1,-2,-1,-2,-1,0,0,1,1,-1,-2,0,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-2,-1,-1,0,0,-1,-1,-1,0
-71,-39,-20,-24,-43,-74,-89,-56,22,44,6,-3,-3,-3,-1,-1,0,1,2,-1,1,0,-1,-2,-2,-2,-1,-2,-1,-1,0,0,0,-2,-2,-1,-2,-2,-3,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-2,-2,-1,0,0,0,0,-1,-1
-21,16,31,27,7,-29,-72,-84,-19,43,24,-4,-1,-3,-1,-1,-1,1,1,-2,1,0,-1,-2,-2,-1,-1,-2,0,-1,-1,0,0,-2,-2,-1,-2,-2,-2,-1,-2,-2,-1,-2,-1,0,-1,-1,-1,-2,-2,-1,0,-1,0,-2,-1,-1,0,0,0,0,0,0
29,54,60,57,45,19,-29,-79,-59,19,41,1,-2,-2,-1,-1,-1,1,0,-2,0,-1,-1,-1,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-3,-1,-2,-1,-1,-1,0,-1,0,0,0,-1,0,-1,-1,0,1,0,0,-1,-1,-1,0,0,0,0,-1,-1
58,64,61,59,58,50,18,-45,-78,-19,44,15,-5,-1,-2,-1,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,0,0,-2,-1,-2,-1,0,-1,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,-1,-1
60,50,42,43,49,56,49,2,-67,-56,26,32,-4,0,-3,-1,-1,-1,-2,-1,-1,-1,0,0,-1,0,-1,0,1,0,-2,-2,-2,0,0,-1,-2,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,-1
42,28,21,23,29,43,55,39,-31,-73,-9,42,3,-2,-4,-2,-1,-1,-2,0,-2,0,-1,0,0,0,-1,0,0,0,-2,-2,-2,0,0,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1
21,11,6,8,13,25,42,54,10,-62,-48,34,19,-4,-3,-3,-2,-1,-2,0,-2,-1,-1,0,0,0,-1,1,0,-1,-1,-2,-2,0,0,-1,0,0,0,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,-1,0,-1,-1
6,0,-2,-1,2,11,23,48,40,-28,-70,7,35,-4,-2,-5,-1,-1,-1,0,-2,-1,-1,-1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-2,-1,-1,-1,0,0,0,-1,0,0,0,-1
-3,-8,-11,-9,-5,2,10,31,48,11,-66,-31,42,2,-2,-5,-1,-1,-1,-1,-2,0,-1,-1,1,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-2,-1,0,1,0,-1,-1,-1,0,-1
-11,-19,-22,-20,-14,-6,1,15,40,38,-38,-62,29,14,-3,-4,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,-1,-2,-1,-1,-1,-1,-2,-1,0,0,0,-1,-1,-1,0,-1
-22,-31,-34,-32,-26,-18,-6,3,24,45,1,-71,-2,26,-4,-2,-2,-2,1,-1,-1,0,0,0,0,-1,0,-1,-2,-1,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,-1,-2,-1,-1,-1,-1,-2,-1,-1,0,0,-1,-1,-2,0,0
-33,-39,-39,-37,-35,-31,-17,-5,11,37,32,-53,-39,30,0,-1,-3,-2,1,-1,0,0,0,0,-1,-1,-1,-2,-2,-1,0,1,1,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,0,-2,-1,-1,-1,-1,-1,-1,-2,0,0
-37,-35,-30,-31,-34,-37,-29,-15,3,23,46,-17,-65,20,9,-2,-4,-1,1,0,0,0,-1,0,-2,-2,-2,-2,-2,0,0,0,0,-1,-1,0,-1,-1,-2,-1,-1,-1,0,-2,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-2,-1,-1,-1,-1,-1,-1,0
-30,-17,-10,-13,-21,-32,-36,-26,-5,11,42,20,-66,-3,20,-3,-5,-1,0,0,0,-1,-1,-1,-3,-2,-2,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-2,-2,-1,-1,-1,-2,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-2,-2,-1,0,-1,0,-1,0
-10,7,14,10,0,-16,-31,-33,-14,3,29,43,-43,-29,27,-1,-3,-1,-1,0,0,-2,-1,-2,-2,-1,-1,-1,0,0,-1,-1,-2,-1,-1,0,-2,-1,-2,-2,-2,-2,-1,-2,-2,-1,-1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0
13,27,31,28,19,7,-15,-32,-25,-4,14,47,-6,-47,22,6,-1,-2,-2,0,0,-2,0,-2,-1,0,-1,0,0,0,-1,-2,-2,-1,-1,0,-1,-2,-1,-2,-1,-1,-1,-2,-2,-2,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,-1,-1
30,36,36,33,29,24,6,-20,-31,-14,3,37,27,-47,5,17,-1,-3,-2,0,0,-2,0,-1,0,1,0,0,0,0,-2,-2,-2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,0,0,-1,-1,0,0,0,-1,-1
35,31,28,28,29,32,24,0,-28,-24,-6,21,44,-30,-18,28,-2,-4,-2,0,-1,-1,0,-1,1,1,0,0,0,0,-2,-2,-2,0,-1,-1,0,-1,1,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,0,-1,0,0,0,-1,-1
28,19,14,15,20,28,31,18,-15,-31,-15,7,43,-3,-37,30,-4,-4,-2,-1,-1,0,0,0,1,0,0,0,0,-1,-2,-1,-1,0,-1,-2,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,-1,-1
14,4,-1,2,8,18,28,29,3,-28,-24,-3,30,20,-42,17,-2,-3,-4,-1,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,1,1,0,0,0,1,1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,-1
0,-8,-12,-9,-2,5,17,29,19,-16,-30,-12,15,31,-32,-7,6,-3,-5,-1,0,0,-2,0,0,-1,-1,0,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
-11,-16,-17,-16,-10,-6,5,21,27,2,-27,-21,3,29,-12,-33,19,-3,-5,-1,0,0,-2,0,-1,-1,-1,0,-2,-1,1,0,1,0,0,0,0,0,-1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1
-18,-20,-19,-18,-14,-13,-6,10,25,18,-16,-28,-5,19,10,-50,30,-4,-4,-2,-1,0,-2,0,-2,-1,-1,-1,-2,-1,1,0,0,0,0,0,-1,0,-2,0,-2,-2,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-2,-1,-1,-1,0,-1,-1,-1,0,-1
-19,-19,-17,-17,-16,-17,-13,-2,17,26,0,-29,-12,8,23,-48,31,-1,-2,-3,-1,-1,-1,0,-2,-1,-1,-1,-2,-1,0,0,0,-1,-1,0,-1,0,-2,-1,-2,-2,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,-1,0,-1,0,0
-17,-16,-13,-13,-14,-18,-17,-12,6,26,15,-22,-20,1,26,-29,16,8,0,-4,-1,0,0,0,-2,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-2,-1,-2,-2,-1,-2,-2,0,0,-1,0,-2,-1,-1,0,-1,-2,0,-1,-1,0,-1,0,-1,0,0
-13,-9,-6,-8,-11,-16,-18,-17,-4,17,24,-8,-26,-4,20,-1,-9,21,-1,-4,-1,0,0,0,-2,-1,-1,-2,0,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-2,-3,-1,-1,-1,-1,-2,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0
-6,-1,1,-1,-6,-11,-15,-19,-12,6,25,9,-26,-8,12,22,-36,31,-2,-3,-1,0,1,0,-1,-1,-1,-1,0,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-2,-1,-1,-1,-1,-2,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0
1,6,7,5,0,-3,-9,-17,-16,-4,19,22,-18,-12,4,34,-52,31,0,-2,-2,0,1,0,0,-1,-1,-1,0,-1,-2,-2,-2,-1,0,-1,-1,-1,0,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,0
8,12,12,10,6,4,-2,-11,-16,-12,10,27,-4,-16,-1,31,-48,15,6,-1,-3,0,1,-1,0,-1,-1,0,1,-1,-1,-1,-2,-1,0,-1,-1,-2,0,-1,0,1,-1,0,0,-1,-2,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1
13,14,13,12,9,10,4,-4,-14,-16,-1,24,11,-17,-6,21,-27,-12,17,-2,-4,-1,1,-1,1,-1,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,1,0,0,1,-1,0,0,-1,-2,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1
14,12,11,11,11,12,10,3,-9,-16,-10,15,22,-12,-11,9,1,-39,26,-4,-4,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1
11,8,6,7,9,12,12,9,-2,-13,-16,2,25,-3,-15,0,24,-54,28,-3,-3,-2,-1,-1,1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-2,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-2
6,1,-1,0,5,8,11,12,4,-8,-18,-9,20,7,-17,-6,35,-49,16,3,-2,-3,-2,0,0,0,0,-1,-1,0,1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,-2,-1,-2,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1
-1,-5,-7,-5,-1,3,8,12,9,-2,-15,-16,10,15,-13,-12,32,-27,-7,13,-2,-4,-3,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,1,-1,0,-1,-2,0,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1
-7,-10,-11,-9,-5,-3,2,9,11,3,-10,-19,-1,17,-5,-16,21,3,-32,24,-2,-5,-3,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,-2,-3,0,-1,-2,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
-12,-12,-12,-10,-8,-8,-4,3,10,8,-3,-16,-10,13,4,-19,9,27,-49,28,-3,-4,-3,0,-2,0,-1,-1,-1,-2,-1,-1,0,0,0,0,-1,-1,-1,-1,-2,-3,-1,-1,-2,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0
-12,-10,-10,-8,-9,-10,-8,-3,6,10,4,-11,-15,6,12,-18,-1,37,-48,20,0,-3,-3,-1,-3,0,-2,-1,0,-3,-2,-1,0,0,0,-1,-2,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0
-10,-6,-5,-5,-7,-10,-11,-8,1,10,8,-3,-16,-2,15,-12,-7,34,-29,0,8,-2,-3,-2,-2,0,-2,-1,-1,-3,-2,-2,-1,0,0,-1,-2,-2,-1,-1,-2,-1,-2,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,0,0
-6,-2,0,-1,-4,-7,-10,-10,-4,7,10,3,-14,-8,14,0,-13,22,-2,-24,18,-2,-3,-2,-2,0,-1,-2,-1,-2,-2,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-2,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0
-1,2,4,1,-1,-3,-7,-10,-8,2,10,8,-9,-12,8,11,-18,9,22,-42,25,-2,-3,-2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,0,1,-1,-1,0,0,0,-1,-1,-2,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0
3,4,6,3,1,0,-3,-7,-9,-3,7,10,-3,-12,0,19,-20,-1,34,-46,23,0,-2,-1,1,-1,0,0,-1,0,0,0,-1,-1,-2,-1,0,-1,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-2,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1
5,5,6,4,2,3,1,-3,-8,-8,3,9,2,-9,-6,20,-18,-9,33,-34,9,4,-1,-1,1,-1,1,1,0,1,0,0,-1,-1,-1,0,0,-1,0,-1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1
5,5,4,3,3,4,3,0,-6,-10,-2,7,7,-5,-10,15,-10,-15,22,-11,-12,11,0,-2,1,-1,1,1,0,1,1,0,-1,-1,0,0,1,0,0,0,1,1,0,-1,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-2,-1
4,3,2,2,4,4,4,2,-3,-9,-7,2,9,0,-11,6,1,-20,9,13,-32,20,0,-2,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,-1,-1,-1,0,-1,0,-1,0,0,0,0,-1,-1,-2,-1,-1,-1,-1,-2,-1
3,1,0,1,3,4,4,3,0,-6,-9,-2,9,3,-10,-4,12,-22,-1,29,-42,24,-1,-3,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,1,1,0,-1,0,0,0,-1,-1,0,-1,1,-1,0,-1,0,0,-1,-1,-2,-1,-1,-1,-1,-1,-1
1,-1,-2,0,1,2,3,4,2,-2,-9,-7,7,5,-6,-12,19,-18,-8,33,-37,19,-1,-3,-2,0,-1,-2,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,-2,-2,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1
0,-4,-4,-2,0,1,2,4,4,1,-7,-9,3,5,-2,-15,20,-10,-12,27,-19,3,3,-2,-3,0,-1,-3,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,-3,-3,0,0,0,-1,-1,0,0,0,-1,-2,-1,0,0,0,0,-1,-2,-1,0,0,0,0
-1,-5,-4,-3,-2,-1,1,4,5,3,-4,-9,-2,5,1,-14,15,3,-16,15,3,-18,10,-2,-4,0,-1,-2,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-2,-2,-3,-3,-1,0,0,-1,-1,0,0,-1,0,-2,-1,0,0,-1,0,0,-1,-1,0,0,0,0
-2,-5,-4,-3,-3,-2,-1,2,4,4,0,-7,-7,3,4,-10,6,15,-19,4,21,-35,17,-2,-4,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-3,-3,-3,-2,-2,-1,-1,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,0,0
-2,-3,-3,-3,-3,-4,-3,-1,3,4,3,-3,-9,1,5,-5,-3,21,-18,-5,29,-42,20,-2,-4,0,0,0,0,-1,-1,-1,0,-1,-2,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,0,0
-3,-1,-2,-2,-3,-4,-4,-3,0,3,5,0,-9,-2,5,0,-11,20,-12,-13,26,-33,15,-1,-3,-1,0,1,0,-1,0,0,0,-1,-2,-1,0,-1,-1,-1,0,0,-2,-3,-2,-1,0,0,0,-1,0,0,0,-1,-2,-1,0,0,0,0,-1,-1,-1,0
-3,2,-1,-1,-3,-4,-4,-5,-2,1,5,3,-6,-4,4,4,-15,14,-1,-18,17,-14,0,4,-1,-2,0,1,0,-1,0,0,0,-1,-2,-1,0,-1,0,0,1,1,-1,-2,-1,0,0,-1,-1,-1,0,0,-1,-1,-2,-1,-1,0,0,0,0,-1,-1,-1
-3,3,0,0,-2,-3,-3,-5,-4,-1,5,4,-3,-6,1,7,-14,3,10,-20,7,9,-17,12,-1,-3,-1,1,0,0,0,0,0,-1,-2,-1,0,0,0,1,2,2,0,-1,-1,0,0,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1
-1,3,1,0,-1,-1,-1,-4,-5,-3,3,4,1,-6,-1,8,-11,-6,18,-18,-1,25,-32,19,0,-4,-1,0,0,1,0,0,-1,-1,-1,0,0,0,0,1,2,1,1,0,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1
0,2,1,1,0,1,0,-2,-4,-4,0,3,4,-4,-3,7,-6,-13,20,-13,-8,30,-36,22,-1,-4,-1,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,-2,-2,-1,-2,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-2
2,0,2,1,1,2,0,-1,-3,-4,-2,2,5,-2,-5,5,-1,-15,15,-3,-13,25,-27,15,0,-3,-1,-1,0,1,0,-1,-2,-1,1,0,0,0,0,0,-1,0,1,1,0,0,0,-2,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1
2,-1,2,0,2,2,1,0,-1,-3,-4,0,4,0,-5,1,4,-13,6,8,-17,15,-10,-1,3,-3,-1,-1,0,-1,-1,-1,-2,-1,1,1,-1,-1,0,-1,-2,-2,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,0,-2,-1,-1,-1,-1
1,-3,1,-1,1,2,0,1,0,-2,-4,-2,2,2,-4,-3,7,-8,-4,17,-17,3,9,-20,9,-2,-1,-2,0,-2,-1,-2,-2,0,0,0,-1,-1,0,-1,-2,-3,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,0
0,-4,0,-2,1,0,0,2,1,0,-4,-4,0,3,-3,-6,9,-3,-11,20,-14,-6,21,-35,14,-1,-2,-3,-1,-3,-2,-2,-1,0,0,0,-2,-1,-1,-2,-2,-3,-2,-1,0,-1,-1,1,0,0,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,0
-1,-3,-2,-2,0,0,0,2,2,1,-3,-4,-2,2,-1,-8,8,2,-14,18,-6,-12,25,-38,16,-1,-3,-3,-1,-3,-2,-2,0,0,0,-1,-2,-1,-1,-1,-2,-2,-2,-1,0,-1,-1,1,1,0,0,0,-1,-1,0,0,0,-1,-1,0,-1,0,0,0
-2,-2,-3,-1,-1,-1,0,2,2,1,-2,-4,-4,1,1,-7,5,5,-12,10,4,-15,21,-28,11,0,-4,-2,0,-2,-1,-1,0,0,-1,-2,-2,-1,-1,-1,-1,-1,-2,-1,0,-2,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0
-2,-1,-3,1,-2,-2,0,1,2,1,-1,-3,-4,0,2,-5,1,6,-8,-1,13,-16,12,-9,-1,2,-3,-1,-1,-1,-1,-1,1,0,-1,-2,-1,-1,-2,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
-2,0,-3,1,-3,-2,-1,0,1,1,0,-1,-3,-1,3,-2,-4,6,-4,-10,17,-15,3,11,-15,7,-2,0,-1,0,-1,-1,1,-1,-1,-1,-1,0,-1,0,0,1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,0,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-2,1,-3,-2,-1,-2,0,1,2,0,-2,-1,2,1,-8,4,0,-16,16,-10,-5,24,-26,12,-1,0,-1,1,-1,0,0,-1,-1,-1,0,0,-1,0,0,1,0,0,-2,0,0,-2,-2,-2,-1,-1,0,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,0,-3,-1,-2,-3,-2,0,2,1,-1,-2,1,2,-9,2,3,-17,10,-2,-10,27,-28,15,-1,0,-1,1,0,0,0,-1,-2,0,0,0,0,0,0,1,0,0,-2,0,0,-2,-2,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1
-1,0,0,-2,-1,-1,-3,-4,-3,0,2,1,0,-2,0,3,-9,-1,6,-13,1,7,-14,21,-22,13,-1,-1,-2,0,0,0,-1,-2,-1,0,0,0,0,0,0,0,0,-1,-2,1,0,-1,-2,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1
-1,0,1,-3,0,-1,-2,-4,-3,-1,2,1,0,-2,-2,3,-5,-4,7,-6,-7,15,-15,12,-8,4,0,-2,-2,0,0,1,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,-2,0,0,-1,-1,0,-1,0,0,-1,0,0,0,-1,0,-1,-1,-1,-1,-1
0,-1,1,-3,2,-1,-1,-2,-3,-2,0,0,1,-2,-3,2,-1,-6,6,0,-12,17,-14,2,6,-9,4,-2,-1,0,1,0,-2,-1,-1,0,0,-1,0,-1,-1,-2,-1,-2,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1
0,-1,1,-2,2,-1,0,-1,-2,-2,-2,0,1,-1,-3,1,2,-6,3,6,-14,15,-9,-5,17,-21,10,-3,-1,-1,0,-1,-2,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-2,-1,-2,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1
1,-1,0,-1,2,-1,2,0,-1,-2,-3,-1,1,0,-3,-1,4,-5,0,9,-12,7,-1,-10,20,-27,14,-3,-1,-1,0,-2,-2,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-2,-2,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,2,1,0,-2,-3,-1,0,1,-2,-2,5,-3,-4,9,-7,-1,8,-14,17,-24,15,-3,-1,-2,-1,-3,-2,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,-2,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0
0,-1,-1,1,0,1,1,1,1,-1,-3,-2,-1,1,-1,-3,5,-1,-8,7,-2,-9,14,-16,10,-13,9,-1,-2,-2,-1,-3,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,1,1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0,0,0,0
0,-1,-2,1,-2,1,0,1,2,0,-2,-2,-2,1,0,-3,3,1,-9,3,3,-14,15,-15,2,1,-3,3,-1,-2,-1,-2,0,0,0,-1,-1,-1,-1,0,0,-1,-1,0,1,0,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0
-1,-1,-3,1,-2,1,-2,1,2,0,-1,-2,-3,0,0,-2,1,3,-7,-1,6,-15,12,-10,-4,14,-17,9,-1,-2,-1,-1,0,0,-1,-1,-1,-1,-2,-1,0,-1,-1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,0
-2,0,-2,0,-3,0,-3,0,2,0,0,-1,-3,-1,0,-2,-1,4,-4,-4,8,-12,4,-2,-9,20,-26,14,-1,-1,0,1,1,-1,-1,-1,-2,-1,-2,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1
-3,0,-2,0,-2,-1,-3,0,0,0,1,-1,-2,-2,0,-1,-3,4,0,-7,7,-6,-4,8,-12,19,-27,15,-2,-1,0,2,1,0,-1,-1,-2,-1,-2,-1,0,0,0,0,-1,0,-1,-2,-2,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
-3,0,-1,-1,-2,-2,-2,-1,-1,0,2,0,-1,-2,0,0,-5,2,3,-8,5,0,-10,15,-13,13,-18,11,-1,-1,0,2,0,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-2,-2,-1,-1,0,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-1,-1
-3,-1,0,-2,-1,-3,0,-3,-2,-1,1,1,-1,-2,0,0,-5,0,5,-7,2,5,-13,18,-11,5,-4,0,1,-1,0,1,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-2,0,-1,-2,-2,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
-3,-1,0,-3,-1,-3,1,-4,-3,-1,1,0,0,-1,0,1,-4,-2,5,-4,-3,8,-11,15,-7,-3,10,-13,4,-2,-2,0,-1,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,-2,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0
-2,-2,0,-3,0,-3,1,-4,-3,-1,0,0,0,0,-1,1,-2,-3,4,-1,-7,9,-7,7,0,-8,18,-24,8,-2,-3,-1,-2,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,-1,0
0,-2,0,-3,0,-2,1,-4,-2,-1,-2,0,0,0,-1,0,0,-3,2,2,-9,7,-2,-3,6,-12,19,-27,11,-3,-3,-2,-2,-2,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0
1,-2,0,-2,0,0,0,-2,-1,-1,-3,0,0,0,-1,0,1,-3,-1,4,-9,4,2,-10,10,-13,14,-22,10,-3,-3,-2,-2,-3,-1,-1,0,0,-1,-1,-1,-2,-1,-1,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,-1,0
3,-2,0,0,0,1,-1,0,0,-1,-3,-1,1,0,-1,-1,2,-2,-3,5,-6,0,4,-14,12,-12,7,-10,4,-2,-2,-2,-1,-3,-1,-2,-1,0,-1,0,-1,-2,-1,-1,0,-2,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,-1
4,-1,-1,2,0,1,-2,2,0,0,-3,-1,1,0,-1,-2,2,-1,-4,4,-2,-4,5,-14,9,-8,0,5,-4,1,-1,-2,0,-2,-2,-2,-1,-1,-1,-1,0,-1,-1,-1,0,-2,-1,0,0,0,1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1
